Year,month,법무부_명수,법무부_전년대비,일본_명수,일본_전년대비,중국_명수,중국_전년대비,베트남_명수,베트남_전년대비,태국_명수,태국_전년대비,필리핀_명수,필리핀_전년대비,홍콩_명수,홍콩_전년대비,대만_명수,대만_전년대비,마카오_명수,마카오_전년대비,싱가폴_명수,싱가폴_전년대비,말레이시아_명수,말레이시아_전년대비,인도네시아_명수,인도네시아_전년대비,캄보디아_명수,캄보디아_전년대비,라오스_명수,라오스_전년대비,튀르키예_명수,튀르키예_전년대비,인도_명수,인도_전년대비,몽골_명수,몽골_전년대비,미얀마_명수,미얀마_전년대비,이스라엘_명수,이스라엘_전년대비,몰디브_명수,몰디브_전년대비,스리랑카_명수,스리랑카_전년대비,사이프러스_명수,사이프러스_전년대비,부탄_명수,부탄_전년대비,요르단_명수,요르단_전년대비,네팔_명수,네팔_전년대비,예멘_명수,예멘_전년대비
,7월,1417422,0.08579933783661632,243992,0.2861924818530213,356100,-0.03574329813160033,53269,0.042956436612824334,114145,0.08784118633729796,121716,0.1773992280681389,84779,-0.03929878636100944,23025,0.2133747892074199,38416,0.0662225922842076,41913,-0.014368356692691186,31270,-0.03266720287075419,29417,0.040241875596732646,43709,,,,15200,-0.04749968667752851,,,22949,-0.002737702068486003,,,1700,-0.10526315789473684,2031,0.3379446640316206,1149,0.2809364548494983,,,,,,,1457,0.009002770083102574,,
,8월,1407186,0.05434754104256469,215498,0.06806962589956583,392300,-0.02751611303916708,65153,0.09953590414311031,128162,0.06315274286804536,115130,0.1392129505941957,104085,-0.045984491576689705,29455,0.3658072892515997,48395,0.00749453523472468,45986,-0.029483147964459826,22317,-0.1855703963214364,28129,0.1612037648612945,13203,-0.5726492960025894,,,17379,0.17991717020843234,,,,,,,1900,0.05555555555555558,1998,0.6691729323308271,1202,0.6977401129943502,,,,,,,1419,-0.0069979006298110935,,
,9월,1195238,0.12789265732385022,164499,0.12870003156262436,338600,0.06077694235588972,57784,0.25051939058171735,94266,0.11867182493532386,86753,0.17559455247645506,85660,0.11426192830011968,30379,0.5627861515510058,37776,0.15930642933865274,35599,0.13927737062758025,20174,-0.09857015192135836,26866,0.20265007386185596,21441,0.10863495346432273,,,17360,0.40226171243941844,,,,,,,1700,0,2574,0.12303664921465973,699,0.7301980198019802,,,,,,,-,-,,
,10월,1239143,0.07309078564735673,158273,-0.058739220933690155,391800,0.052659860290166574,56628,0.1395110172049503,110509,0.13547531955118983,81605,0.026232724254580564,91672,0.10119162021910437,37295,0.7896732088871827,38632,0.11970320561126892,40157,0.1568288537435543,21125,0.1562671045429666,28055,0.1364741148829296,29676,-0.04676859822690482,,,15942,0.1356318563897991,,,6375,0.0656970912738215,,,2500,0.08695652173913038,4239,0.3925755584756898,1161,1.3266533066132264,,,,,,,-,-,,
,11월,1154064,0.03267325846718268,170901,-0.06894860996856562,312700,-0.002551834130781499,64161,0.07339311406297044,113658,0.03478791299835211,78863,-0.12038235031676636,95232,0.0966248661346599,40717,0.7702273814181992,38505,0.11010205846739318,40388,0.18739342623625566,21018,-0.06457786283323691,27866,0.09743226212980471,34822,0.15079810965332618,,,14298,0.201209779047299,,,,,,,2300,0.09523809523809534,3851,0.36608726498758415,1224,0.4052812858783008,,,,,,,-,-,,
,12월,1204463,0.029481952528697317,182846,-0.08554138534633658,276800,-0.015647226173541962,65862,0.013604604635415019,114468,0.01334985835694051,96440,-0.11573233573563657,107282,0.04844368433911556,44269,0.812446264073695,46412,0.05123442808607021,35986,0.15221567622950818,25502,0.11474406609258203,29139,0.20027186225645677,52573,0.2071871412169919,,,13921,0.24472460658082976,,,,,,,1400,0.07692307692307687,3521,0.46160232461602324,1154,0.24756756756756756,,,,,,,-,-,,
2014년,1월,1468903,0.03015849638824602,255517,0.08982922168765141,294000,-0.08837209302325581,65862,-0.21856127570209888,135598,-0.057030994652257666,118308,-0.12360549357749229,126829,0.13150264521942384,59401,0.9082206302804459,59143,0.12293992557150452,59745,0.1231741018555073,42207,0.3537430239271281,33106,0.04408981960388547,77137,0.08996750035325696,96085,0.17464761182899546,20035,0.2120387174833636,106870,-0.05104822454470381,6112,0.13711627906976753,58472,0.06440455819710933,3700,0,2164,0.5347517730496454,1807,0.26452064380685797,0,-,858,0.4395973154362416,15291,-0.18155542471765773,691,-0.7883614088820827,,
,2월,1312683,0.10792981472931884,231502,-0.012321344767268205,321100,0.1431114275542898,86616,0.19721346823685515,100650,-0.09106507486408877,102523,-0.033913797327604134,111257,0.2263237952471231,49583,1.0549131750176137,52427,0.3313103098019299,51930,0.2908598274876333,35443,0.34269045724892977,30182,0.2017997929441746,64116,0.29973646868031634,,,19046,0.5195468326152863,,,,,,,4800,0.29729729729729737,2171,1.0676190476190475,1263,1.1927083333333335,0,-,,,,,587,-0.6175895765472312,,
,3월,1150959,0.03322692482400402,192078,-0.07184482908584844,294500,-0.06507936507936508,69603,0.027426378330503987,79481,-0.1804646175102853,79408,-0.09079667498683275,95394,0.1940070593536436,43509,0.7940376051459674,40625,0.10436035448268366,40995,0.11535845463202285,31364,0.43083941605839415,25711,0.02503687756647932,36463,-0.13123347072978964,,,19768,0.3955524179315213,,,,,,,2500,0.19047619047619047,2611,0.3873538788522848,1033,-0.23424759080800595,0,-,,,,,1317,-0.07966457023060791,,
,4월,1179885,0.07514442966229895,193998,-0.0500957258763447,324800,0.015317286652078774,60301,0.08221464465183059,77026,-0.0891934396764772,73984,-0.05319870490523537,87263,0.17359962342814872,37875,0.695996775926921,33975,0.10971387509798802,36247,0.1581991308793456,24739,0.4148698884758364,25379,0.06254971739585513,25558,-0.11392317293024545,,,20917,0.2292548189938881,,,9110,-0.1306422368546617,,,1700,-0.43333333333333335,3428,0.33437135072012447,761,-0.06511056511056512,0,-,,,,,1594,0.2443403590944575,,
,5월,1223003,0.0317174299079217,195263,-0.14609262255652244,352000,0.08641975308641975,56187,0.09952838496311234,74905,-0.15789769533445752,79054,-0.045172355484697,93339,0.16011036951415036,38616,0.6677895827934699,39798,0.20188445625585127,41946,0.2389166199013498,29449,0.5015806648990413,24351,0.09089687304005012,18120,-0.255515838777271,,,21772,0.22397121655048347,,,,,,,2300,0.045454545454545414,3642,0.3345547819714181,720,0.02127659574468077,0,-,,,,,1003,0.2506234413965087,,
,6월,1270439,0.0400723378232013,207588,-0.018334003262951315,354400,0.04728132387706856,50650,-0.07358293856199583,65534,-0.3108865498059916,94694,-0.012503519547829356,96255,0.2449879711307137,33830,0.5983935742971886,41786,0.2447423294608282,37589,0.032409569062594415,25881,0.5568455245428297,26283,-0.02568950177935947,20661,-0.15083638157083556,,,20637,0.3843831756892735,,,,,,,1500,-0.16666666666666663,3142,0.2814029363784665,889,0.19328859060402692,77,-,,,,,579,-0.3180212014134276,,
,7월,1454795,0.026366882974865558,250741,0.02766074297517962,361400,0.014883459702330806,56450,0.059715782162233166,89189,-0.2186341933505629,114257,-0.0612820007229945,106211,0.2527984524469502,36886,0.60199782844734,47783,0.24383069554352343,46666,0.11340156991864099,35262,0.12766229613047653,26586,-0.09623686983716895,25860,-0.40835983435905654,,,23933,0.5745394736842104,,,24148,0.05224628524118691,,,900,-0.47058823529411764,2033,0.000984736582964052,1247,0.08529155787641418,0,-,,,,,1202,-0.17501715854495536,,
,8월,1547193,0.09949430992065023,251428,0.16673008566204794,404900,0.03211827682895743,87457,0.34233266311604993,114458,-0.10692717030008891,121624,0.05640580213671509,124746,0.19850122496036904,43865,0.4892208453573248,58115,0.20084719495815673,56623,0.231309528987083,43127,0.9324730026437245,28249,0.004266059938142108,27233,1.0626372794061956,,,23322,0.34196443984118763,,,,,,,400,-0.7894736842105263,2146,0.07407407407407418,1109,-0.07737104825291186,0,-,,,,,1304,-0.0810429880197322,,
,9월,1321293,0.10546435103301599,217689,0.32334543067131105,369300,0.0906674542232723,68983,0.19380797452582033,81366,-0.13684679523900456,82098,-0.0536580867520432,101550,0.18550081718421674,37632,0.23875045261529348,46812,0.2391994917407878,39276,0.10328941824208546,27297,0.35307821949043317,24769,-0.07805404600610433,21600,0.0074156988946409985,,,21099,0.2153801843317973,,,,,,,800,-0.5294117647058824,3229,0.2544677544677545,770,0.10157367668097272,0,-,,,,,715,-,,
,10월,1432100,0.15571810517430196,249577,0.5768766624755959,413900,0.056406329760081676,69608,0.2292152292152292,93900,-0.1502954510492358,92339,0.1315360578395932,103413,0.12807618465834714,47984,0.286606783751173,45119,0.1679177883619798,44810,0.11587020942799511,30724,0.45439053254437867,29906,0.06597754410978429,28159,-0.05111874915756842,,,22860,0.43394806172374856,,,6106,-0.04219607843137252,,,1100,-0.56,3748,-0.11582920500117955,1221,0.05167958656330751,0,-,,,,,1445,-,,
,11월,1288754,0.11670929861775425,239029,0.3986401483900035,335100,0.07163415414134953,78129,0.21770234254453635,90281,-0.20567843882524772,100243,0.2711030521283746,95204,-0.0002940188172042557,48248,0.1849595991846158,41592,0.08017140631086872,40230,-0.003912053085074775,29162,0.3874774003235322,24804,-0.10988301155530034,33430,-0.039974728619838085,,,18136,0.2684291509301999,,,,,,,1200,-0.4782608695652174,2922,-0.24123604258634124,1267,0.03513071895424846,0,-,,,,,440,-,,
,12월,1430677,0.1878131582290199,270903,0.4815910657055664,356400,0.2875722543352601,83123,0.26207828489872775,114105,-0.003171191948841634,116940,0.212567399419328,109586,0.02147610969221314,50255,0.13521877611872868,47346,0.020124105834697925,40918,0.13705329850497416,31114,0.22006117167281003,28796,-0.011771165791550797,46087,-0.12337131227055709,,,17129,0.2304432152862581,,,,,,,800,-0.4285714285714286,3660,0.03947742118716269,1325,0.1481802426343155,0,-,,,,,598,-,,
2015년,1월,1834538,0.24891704898145078,358093,0.4014449136456674,367700,0.2506802721088435,116450,0.7680908566396405,153062,0.1287924600657826,147163,0.24389728505257469,147556,0.1634247687831647,75201,0.2659887880675409,68791,0.16313004074869375,71820,0.20210896309314588,55297,0.31013812874641644,38620,0.16655591131516956,73059,-0.05286697693713782,165328,0.7206431805172504,25192,0.2573995507861242,102993,-0.03627772059511558,5497,-0.10062172774869105,63715,0.08966684909016287,3300,-0.10810810810810811,2133,-0.014325323475046225,1856,0.027116768123962354,0,-,640,-0.254079254079254,11437,-0.252043685828265,4097,4.929088277858177,74,
,2월,1445609,0.10126283344874581,321576,0.38908519148862647,280200,-0.12737464964185613,145563,0.6805555555555556,117331,0.16573273720814696,121218,0.18234932649259195,118746,0.06731261853186776,57692,0.16354395659802745,56240,0.07272970034524207,51415,-0.009917196225688426,36515,0.030245746691871522,30938,0.025048041879265792,49616,-0.22615259841537216,,,19917,0.045731387167909254,,,,,,,2600,-0.45833333333333337,1648,-0.24090280976508527,1159,-0.08234362628661918,0,-,,,,,1054,0.7955706984667803,,
,3월,1416683,0.23087182080334748,268156,0.3960786763710576,345000,0.17147707979626486,90804,0.30459893970087504,100236,0.2611315911978964,93099,0.172413358855531,98909,0.03684718116443375,49733,0.14305086303983083,43613,0.07355076923076931,42872,0.04578607147213075,29366,-0.06370360923351615,28565,0.11100307261483411,37222,0.02081562131475745,,,14165,-0.28343787940105225,,,,,,,2100,-0.16000000000000003,3184,0.21945614707008798,1080,0.04549854791868335,0,-,,,,,2381,0.8078967350037964,,
,4월,1495460,0.2674625069392356,304619,0.5702172187342137,399500,0.22998768472906403,85297,0.4145204888807814,86307,0.12049178199568966,90465,0.22276438148788924,97683,0.11940914247733869,49826,0.3155379537953795,41215,0.21309786607799852,41602,0.147736364388777,28773,0.16306237115485667,28747,0.1327081445289413,27746,0.08560920259801241,,,20352,-0.027011521728737442,,,9705,0.06531284302963769,,,2100,0.23529411764705888,2565,-0.25175029171528585,735,-0.0341655716162943,38,-,,,,,1659,0.040777917189460444,,
,5월,1579265,0.2913010025322914,315389,0.6152010365507035,423100,0.20198863636363637,81557,0.4515279335077509,89584,0.19596822642013212,94086,0.19014850608444855,116583,0.24902773760164565,54583,0.41348145846281326,52298,0.3140861349816573,43883,0.046178419873170264,29136,-0.010628544262963113,26200,0.07593117325777166,22985,0.26848785871964687,,,22016,0.011207054932941496,,,,,,,2000,-0.13043478260869568,3485,-0.043108182317407984,840,0.16666666666666674,0,-,,,,,708,-0.2941176470588235,,
,6월,1373551,0.08116249579869636,251504,0.2115536543538162,325700,-0.08098194130925508,72927,0.4398223099703851,91776,0.4004333628345591,96954,0.023866348448687402,68975,-0.28341384863124,36696,0.08471770617794849,31406,-0.24840855789020244,37193,-0.010534996940594323,25926,0.001738727251651806,27224,0.03580261005212493,17282,-0.1635448429408064,,,18488,-0.10413335271599555,,,,,,,1500,0,2734,-0.12985359643539152,941,0.05849268841394828,0,-1,,,,,619,0.069084628670121,,
,7월,1675332,0.1515931797950914,343799,0.37113196485616634,344200,-0.047592695074709465,73108,0.2950930026572187,121499,0.3622644048032828,119292,0.04406732191463103,82370,-0.22446827541403436,45349,0.2294366426286396,37050,-0.22461963459807877,48375,0.036621951742167744,37299,0.05776756848732356,28583,0.07511472203415326,24129,-0.06693735498839903,,,22529,-0.05866376969038567,,,26038,0.07826735133344376,,,1400,0.5555555555555556,2084,0.025086079685194385,1447,0.1603849238171613,0,-,,,,,870,-0.2762063227953411,,
,8월,1835249,0.18617974615965815,390971,0.5550018295496126,428000,0.057051123734255374,104146,0.1908252055295745,137404,0.20047528351010846,139472,0.14674735249621795,96589,-0.22571465217321596,54320,0.23834492191952572,43710,-0.24787060139378814,60468,0.06790526817724246,42512,-0.0142602082222274,29050,0.028354986017204098,25977,-0.04612051555098595,,,19690,-0.15573278449532635,,,,,,,1100,1.75,2077,-0.03215284249767003,1272,0.14697926059513078,0,-,,,,,885,-0.32131901840490795,,
,9월,1511657,0.14407402445937426,301645,0.38566946423567566,373300,0.01083130246412131,80199,0.1625907832364495,94249,0.15833394784062138,95386,0.16185534361373,86018,-0.15294928606597735,46770,0.2428252551020409,36223,-0.2262026830727164,39063,-0.005423159181179346,27014,-0.010367439645382226,25392,0.025152408252250735,18676,-0.13537037037037036,,,16778,-0.20479643585004026,,,,,,,2000,1.5,2108,-0.3471663053576959,1000,0.2987012987012987,0,-,,,,,886,0.23916083916083908,,
,10월,1735308,0.21172264506668528,370842,0.4858821125344082,447400,0.08093742449867118,86775,0.24662395126996906,108923,0.15998935037273698,102057,0.10524263853842908,101826,-0.015346233065475334,59864,0.24758252750916965,42671,-0.05425652164276695,50582,0.1288105333630886,32190,0.04771514125764864,30636,0.024409817427940794,27189,-0.034447245995951614,,,18328,-0.1982502187226597,,,5973,-0.021781853914182747,,,2100,0.9090909090909092,3704,-0.011739594450373536,1106,-0.09418509418509413,0,-,,,,,1364,-0.05605536332179928,,
,11월,1626063,0.26173265029633275,359845,0.5054449460107351,370700,0.10623694419576246,100782,0.2899435548899896,123303,0.3657690987029385,105330,0.05074668555410344,108800,0.14280912566698878,59168,0.22633062510363122,46071,0.10768897864974036,44988,0.11826994780014914,34200,0.17275907002263224,31619,0.27475407192388324,28625,-0.1437331737959916,,,13595,-0.25038597265108076,,,,,,,1300,0.08333333333333326,4521,0.5472279260780288,1542,0.21704814522494087,0,-,,,,,1931,3.3886363636363637,,
,12월,1781715,0.2453649565904812,415656,0.5343351679383396,339600,-0.04713804713804714,114741,0.3803760691986575,149315,0.3085754349064458,135156,0.15577219086711125,119238,0.08807694413519984,69555,0.3840413889165257,54856,0.15861952435263804,44821,0.09538589373869691,42933,0.37986115574982326,28155,-0.022260036116127258,42753,-0.07234144118731967,,,11530,-0.3268725553155467,,,,,,,1100,0.375,2758,-0.246448087431694,1395,0.05283018867924527,0,-,,,,,1658,1.7725752508361206,,
2016년,1월,2112337,0.1514272258192526,514889,0.4378639068621839,4762163,0.07149738997389976,149330,0.2823529411764707,174970,0.14313154146685658,147165,1.3590372579974641e-05,146962,-0.004025590284366665,85640,0.138814643422295,69223,0.006279891264845627,74180,0.03285992759676981,61933,0.12000651029893117,35636,-0.0772656654583117,59945,-0.17949876127513376,173260,0.047977354108197146,13773,-0.45327881867259445,111076,0.07848106181973535,5353,-0.026196106967436794,64397,0.010703915875382553,3300,0,1896,-0.11111111111111116,2105,0.13415948275862077,0,-,1035,0.6171875,9654,-0.15589752557488856,4053,-0.010739565535757833,,
,2월,1876928,0.29836491056710357,490845,0.5263732368087171,,,142234,-0.02286982268845794,147688,0.25872957700863375,137598,0.13512844627035592,127996,0.0778973607532043,76407,0.3243950634403383,63013,0.12043029871977251,57595,0.12019838568511143,47349,0.29669998630699723,31609,0.021688538367056642,43764,-0.1179458239277652,,,11399,-0.427674850630115,,,,,,,4300,0.6538461538461537,1706,0.03519417475728148,1322,0.1406384814495254,12,-,,,,,2058,0.9525616698292221,,
,3월,1569162,0.1076309943720648,374057,0.39492310446158196,,,116593,0.2840073124531959,103289,0.03045811883953875,98781,0.06103180485289861,97043,-0.018865826163443122,56442,0.13490036796493277,41675,-0.04443629193130494,40959,-0.04462119798469866,30563,0.04076142477695299,26103,-0.08618939261333802,27839,-0.2520821019826984,,,8830,-0.37663254500529475,,,,,,,2000,-0.04761904761904767,1981,-0.3778266331658291,1194,0.10555555555555562,0,-,,,,,1798,-0.244855102897942,,
,4월,1636597,0.09437698099581393,353660,0.16099127106319688,,,111154,0.3031407904146688,95785,0.10981728017426162,98052,0.08386668877466419,103295,0.057451142982914094,62668,0.2577369244972505,43661,0.05934732500303297,41356,-0.005913177251093749,31218,0.08497549786257941,27989,-0.026367968831530253,22386,-0.19318099906292796,,,8438,-0.5853970125786163,,,11093,0.1430190623390004,,,2400,0.1428571428571428,2169,-0.15438596491228074,749,0.01904761904761898,40,0.05263157894736836,,,,,1498,-0.09704641350210974,,
,5월,1656728,0.049050032768408025,302088,-0.04217331612706843,,,111952,0.3726841350221317,96261,0.07453339882121801,94736,0.0069085730076738905,106857,-0.08342554231749055,64106,0.17446824102742609,48109,-0.0800986653409308,44932,0.023904473258437253,29293,0.0053885227896759424,26859,0.02515267175572511,17508,-0.238285838590385,,,9516,-0.5677688953488372,,,,,,,2200,0.10000000000000009,2995,-0.14060258249641322,914,0.088095238095238,0,-,,,,,977,0.3799435028248588,,
,6월,1778317,0.2946858180002052,347365,0.3811509956104078,,,109806,0.5056974783002179,107506,0.17139557182705722,109786,0.13235142438682268,105083,0.5234940195723088,61599,0.678629823413996,46957,0.49516016047888933,43766,0.1767268034307532,27667,0.06715266527809916,26084,-0.041874816338524856,21556,0.24730933919685216,,,10441,-0.43525530073561225,,,,,,,2400,0.6000000000000001,2309,-0.1554498902706657,909,-0.0340063761955367,0,-,,,,,948,0.5315024232633279,,
,7월,2086068,0.24516692810738405,447008,0.30020157126693214,,,116960,0.599824916561799,134310,0.10544119704688937,142793,0.19700399020889914,109094,0.3244385091659585,71641,0.5797702264658537,51992,0.4032928475033739,54700,0.13074935400516785,34429,-0.07694576262098185,31502,0.10212363992583007,25272,0.0473703841850055,,,9627,-0.5726840960539749,,,33990,0.3053998002918812,,,2000,0.4285714285714286,2063,-0.010076775431861806,1231,-0.1492743607463718,23,-,,,,,1796,1.0643678160919539,,
,8월,2064241,0.1247743494207052,458927,0.17381340304012327,,,147028,0.41174889097997047,140804,0.024744548921428855,147588,0.058190891361707076,114727,0.18778535858120482,78023,0.43635861561119293,57739,0.3209563029055136,62018,0.025633392868955385,42117,-0.009291494166352998,30940,0.06506024096385543,25410,-0.021827000808407382,,,6590,-0.665312341289995,,,,,,,1400,0.2727272727272727,1852,-0.10832932113625426,1296,0.018867924528301883,24,-,,,,,2169,1.4508474576271189,,
,9월,1904524,0.2598916288549584,430614,0.4275522551343467,,,128911,0.6073891195650818,107890,0.14473363112605964,115147,0.20716876690499664,113351,0.31775907368225265,72200,0.5437246097926021,55075,0.5204428125776441,37742,-0.03381716714026062,29565,0.09443251647294004,26543,0.045329237555135515,20202,0.08170914542728647,,,7334,-0.5628799618548099,,,,,,,2600,0.30000000000000004,2339,0.10958254269449719,1001,0.0009999999999998899,22,-,,,,,1924,1.1715575620767495,,
,10월,1865552,0.075055263964668,449555,0.21225481471893692,,,123052,0.41805819648516285,99409,-0.08734610688284383,112508,0.10240355879557494,111226,0.09231434014888151,73819,0.2331117198984365,52104,0.22106348573972956,34346,-0.3209837491597801,34025,0.05700528114321224,26869,-0.12295991643817727,24164,-0.11125822943101993,,,6746,-0.6319292885202968,,,7151,0.19722082705508126,,,2200,0.04761904761904767,3937,0.0629049676025919,1173,0.06057866184448457,13,-,,,,,2617,0.9186217008797655,,
,11월,1825701,0.12277384086594423,426918,0.1863941419222166,,,132698,0.3166835347581909,114745,-0.06940625937730627,127547,0.21092756099876575,123855,0.13837316176470593,82274,0.3905151433207139,62009,0.34594430335786064,36314,-0.192806970747755,33975,-0.006578947368421018,26880,-0.14987823776843034,27507,-0.039056768558952015,,,6325,-0.5347554247885251,,,,,,,2100,0.6153846153846154,3527,-0.2198628621986286,1386,-0.10116731517509725,0,-,,,,,2538,0.3143448990160538,,
,12월,2007035,0.12646242524758455,494376,0.1893873780241353,,,154165,0.34359121848336693,141561,-0.051930482536918565,143380,0.06084820503714217,132878,0.1143930626142673,99578,0.43164402271583646,70706,0.28893831121481695,38601,-0.1387742352914928,42305,-0.014627442759648779,26873,-0.04553365299236367,41641,-0.02600987065235183,,,7885,-0.31613183000867306,,,,,,,1400,0.2727272727272727,2806,0.017403915881073262,1240,-0.11111111111111116,33,-,,,,,2795,0.6857659831121834,,
2017년,1월,2343048,0.10922073513837982,625415,0.21465985872683246,3854869,-0.19052140802404283,171932,0.1513560570548449,171485,-0.019917700177173203,154367,0.04893826657153544,146326,-0.004327649324315175,112078,0.3087108827650631,81448,0.176603152131517,60247,-0.18782690752224318,53139,-0.14199215281029498,36221,0.016415983836569836,57684,-0.037717908082408824,170571,-0.015520027704028605,9524,-0.30850214187177816,142383,0.28185206525261974,6184,0.15524005230711757,65829,0.022237060732642755,4100,0.24242424242424243,1945,0.025843881856540074,1843,-0.12446555819477434,,,6048,4.843478260869565,13999,0.45007250880464067,4579,0.12978040957315562,,
,2월,2231269,0.18878774252395414,600018,0.2224184824129818,,,192572,0.35390975434846794,163559,0.10746303017171344,150685,0.09511039404642507,150226,0.17367730241570056,94803,0.240763280851231,82764,0.3134432577404662,60174,0.04477819255143678,41699,-0.1193267017254852,35616,0.12676769274573707,43815,0.0011653413764738385,,,8695,-0.23721379068339332,,,,,,,5300,0.2325581395348837,2308,0.3528722157092614,1569,0.18683812405446298,,,,,,,3585,0.7419825072886297,,
,3월,1940542,0.23667409738446388,488349,0.3055470155617994,,,162960,0.39768253668745124,128234,0.24150684003136824,135813,0.37488990797825483,121401,0.2510021330750285,86945,0.5404308848020978,65393,0.5691181763647271,43942,0.07282892648746309,35802,0.17141641854529976,30953,0.18580239819177868,26243,-0.05732964546140307,,,8483,-0.03929784824462057,,,,,,,3900,0.95,2059,0.03937405350832912,1193,-0.0008375209380234727,,,,,,,2810,0.5628476084538376,,
,4월,2003943,0.2244572121298034,554627,0.5682491658655207,,,174373,0.5687514619356928,116421,0.21544083102782263,117074,0.19399910251703179,111391,0.0783774626070961,84249,0.34437033254611604,64924,0.4870021300474108,48829,0.18069929393558382,30415,-0.025722339675828043,36376,0.29965343527814503,21876,-0.022782095952827652,,,9897,0.172908272102394,,,17444,0.5725232128369242,,,2900,0.20833333333333326,3254,0.5002305209774089,886,0.18291054739652868,,,,,,,2436,0.6261682242990654,,
,5월,2003834,0.2095129677291625,558892,0.8500966605757263,,,187359,0.6735654566242675,112220,0.16578884491123103,128691,0.35841707481844276,115183,0.07791721646686689,79543,0.24080429288990102,72205,0.5008626244569623,52762,0.17426333125612037,27947,-0.045949544259720754,34092,0.2692952083100637,20119,0.1491318254512224,,,9467,-0.005149222362337169,,,,,,,3700,0.6818181818181819,3154,0.05308848080133566,1003,0.0973741794310723,,,,,,,1746,0.7871033776867964,,
,6월,2098126,0.17983801538195943,568877,0.637692340909418,,,177061,0.6124892993096915,133734,0.24396777854259288,108455,-0.01212358588526774,110875,0.05511833503040453,72031,0.16935339859413312,66758,0.4216836680367144,49487,0.13071790887903845,29460,0.06480644811508296,35093,0.34538414353626745,20573,-0.04560215253293742,,,9786,-0.06273345464993774,,,,,,,2600,0.08333333333333326,2432,0.05326981377219586,952,0.047304730473047396,,,,,,,1867,0.9694092827004219,,
,7월,2389447,0.14543102142403797,644026,0.44074826401317213,,,193569,0.6550017099863201,152515,0.13554463554463547,132135,-0.0746395131414005,110754,0.015216235539992962,71320,-0.004480674474113933,74129,0.4257770426219418,58326,0.06628884826325421,42349,0.2300386302245201,44793,0.4219097200177766,25091,-0.007162076606521017,,,12059,0.2526228316194037,,,42500,0.2503677552221242,,,2000,0,1856,-0.10033931168201649,1454,0.12191358024691357,,,,,,,1981,0.10300668151447656,,
,8월,2385301,0.15553416485768867,620904,0.35294720075306096,,,240985,0.6390415431074352,164001,0.16474674014942758,141869,-0.038749762853348524,121041,0.055034996121226865,75390,-0.03374645937736309,75548,0.30843970280053346,60957,-0.01710793640555963,46701,0.1088396609445117,41200,0.3316095669036845,22704,-0.10649350649350653,,,10156,0.541122913505311,,,,,,,2100,0.5,2223,0.20032397408207347,1332,0.02777777777777768,,,,,,,2321,0.07007837713231901,,
,9월,2236500,0.17430917121548473,556885,0.29323477638906303,,,213538,0.6564761734840316,134475,0.24640837890443978,123834,0.07544269498988254,102433,-0.09632027948584487,72012,-0.002603878116343439,60940,0.10649114843395369,47602,0.26124741667108253,40339,0.3644173854219517,39059,0.47153675168594367,18357,-0.09132759132759127,,,10839,0.4779110989910009,,,,,,,2800,0.07692307692307687,3189,0.3634031637451902,1150,0.1488511488511488,,,,,,,2195,0.14085239085239087,,
,10월,2231748,0.19629364391879722,620936,0.38122365450278606,,,219733,0.7856922276761045,132014,0.32798841151203617,139218,0.23740534006470648,137957,0.24033049826479425,94207,0.2761890570178409,80528,0.5455243359434976,53430,0.5556396669190007,43110,0.26700955180014696,33284,0.23875097696229863,22542,-0.06712464823704689,,,12784,0.8950489178772607,,,8793,0.22961823521185853,,,5100,1.3181818181818183,4487,0.13970027940055885,1342,0.14407502131287298,,,,,,,3348,0.27932747420710746,,
,11월,2227747,0.22021459154593215,622604,0.4583690544788461,,,224056,0.6884655382899516,147762,0.28774238528911944,125583,-0.015398245352693518,128185,0.034960235759557534,98161,0.19309867029681316,72475,0.1687819510071118,52123,0.43534174147711635,42531,0.25183222958057394,31675,0.17838541666666674,29444,0.07041843894281463,,,9497,0.5015019762845849,,,,,,,3900,0.8571428571428572,4308,0.22143464700878934,1757,0.26767676767676774,,,,,,,3556,0.40110323089046496,,
,12월,2404942,0.19825613404848452,678905,0.3732563878505428,,,257107,0.6677391106930886,161447,0.14047654368081597,150097,0.04684753801088015,131898,-0.007375186261081579,113641,0.14122597360862832,77141,0.09101066387576728,43484,0.12649931348928778,51036,0.20638222432336595,24829,-0.07606147434227661,36633,-0.12026608390768712,,,9435,0.19657577679137606,,,,,,,1900,0.3571428571428572,3593,0.2804704205274411,1482,0.19516129032258056,,,,,,,3877,0.38711985688729866,,
2018년,1월,2866780,0.2235259371553635,803816,0.2852521925441507,4191790,0.0874014136407748,316314,0.8397622315799269,197625,0.1524331574190163,198145,0.2835968827534383,168152,0.14916009458332757,129355,0.1541515730116525,97861,0.20151507710441008,75502,0.25320762859561463,68621,0.29134910329513164,33453,-0.076419756494851,50541,-0.12382983149573534,174405,0.022477443410661824,11655,0.2237505249895002,150536,0.057261049423035004,7157,0.15734152652005173,8591,0.10668550334958748,5700,0.3902439024390243,2988,0.5362467866323908,2493,0.35268583830710787,,,998,-0.8349867724867726,14985,0.07043360240017149,6075,0.3267088884035816,,
