Year,month,법무부_명수,법무부_전년대비,일본_명수,일본_전년대비,중국_명수,중국_전년대비,베트남_명수,베트남_전년대비,태국_명수,태국_전년대비,필리핀_명수,필리핀_전년대비,홍콩_명수,홍콩_전년대비,대만_명수,대만_전년대비,마카오_명수,마카오_전년대비,싱가폴_명수,싱가폴_전년대비,말레이시아_명수,말레이시아_전년대비,인도네시아_명수,인도네시아_전년대비,캄보디아_명수,캄보디아_전년대비,라오스_명수,라오스_전년대비,튀르키예_명수,튀르키예_전년대비,인도_명수,인도_전년대비,몽골_명수,몽골_전년대비,미얀마_명수,미얀마_전년대비,이스라엘_명수,이스라엘_전년대비,몰디브_명수,몰디브_전년대비,스리랑카_명수,스리랑카_전년대비,사이프러스_명수,사이프러스_전년대비,부탄_명수,부탄_전년대비,요르단_명수,요르단_전년대비,네팔_명수,네팔_전년대비,예멘_명수,예멘_전년대비
2000년,누계,5508242,0.269,1064390,,1344721,,,,448207,,,,,,83729,,,,,,,,181032,,,,,,,,23411,,7899,,,,,,,,,,171,-,,,3576,,,,-,-
2001년,누계,6084476,0.10461305077010041,1133971,0.06537171525474683,1678836,0.24846417955843636,,,553441,0.23478883640817738,,,,,85744,0.02406573588601324,48274,0.0647,,,,,211220,,,,,,,,27150,0.15971124684977145,10028,,,,,,,,,,327,0.9122807017543859,34,,2450,-0.31487695749440714,,,-,-
2002년,누계,7123407,0.17075110494313717,1271835,0.12157630133398478,2124310,0.26534694276272375,,,717361,0.29618333300207245,,,457438,,83624,-0.02472476208247809,50447,0.045013879106765575,,,,,218155,,,,,,,,29374,0.08191528545119708,14474,,,,,,,,,,146,-0.5535168195718654,44,0.2941176470588236,4333,0.7685714285714285,,,-,-
2003년,누계,7086133,-0.005232608497591107,1459333,0.14742321134423886,1945500,-0.08417321389062804,,,695034,-0.031123799593231305,,,368176,-0.19513464119727697,92893,0.11084138524825415,38281,-0.24116399389458243,,,,,190630,-0.12617175861199603,,,,,,,35584,0.21141145230475922,17166,,,,,,,,,,25,-0.8287671232876712,13,-0.7045454545454546,7584,0.7502884837295176,,,-,-
2004년,누계,8825585,0.24547267176610998,1588472,0.08849179727999035,2844893,0.4622940118221537,232995,,910891,0.3105704181378177,378602,,539190,0.4644898092216765,148095,0.5942536036084527,65631,0.714453645411562,361079,,91270,,246545,0.2933168966059907,,,7274,,,,47835,0.34428394784172656,26602,,,,18503,,,,,,12,-0.52,10,-0.23076923076923073,9571,0.2619989451476794,3189,,-,-
2005년,누계,10080143,0.14215012375950153,1747171,0.09990670279362801,3542785,0.24531397138662148,317213,0.3614584003948582,816501,-0.1036238144849384,489465,0.2928220136185229,642480,0.1915651254659767,182517,0.2324318849387217,120739,0.8396641830842133,364073,0.00829181425671388,158177,0.7330667251013476,263356,0.06818633515179795,,,9189,0.26326642837503433,,,49895,0.0430647015783423,30787,,,,25888,0.39912446630276177,,,,,51,3.25,61,5.1,8706,-0.09037718106780901,5475,0.7168391345249294,-,-
2006년,누계,11609879,0.15175737090237718,2117325,0.2118590567265597,3922017,0.10704347003840198,421804,0.329718517210833,1092783,0.33837313120253376,572133,0.16889460942048973,718758,0.11872431826671637,196260,0.07529709561301146,162709,0.3476093060237371,454722,0.24898578032427565,189464,0.1977974041738053,298228,0.132413918801926,285353,,10963,0.1930569158776798,,,70407,0.41110331696562774,55523,0.8034560041575989,18265,,28035,0.08293417799752789,16157,,5298,,48,-0.05882352941176472,60,-0.016393442622950838,11824,0.3581438088674478,7002,0.278904109589041,881,-
2007년,누계,13324977,0.147727465548952,2600694,0.22829230278771573,4776752,0.21793250768673356,486374,0.15308057770907824,1083652,-0.00835573027764891,653310,0.141884841461688,876231,0.21909043099346381,225814,0.1505859574034445,225417,0.38539970130724166,464292,0.02104582580125869,224867,0.1868587172233247,337246,0.1308327856539293,329909,,13060,0.19127975919000284,,,84583,0.20134361640177834,43930,-0.20879635466383306,13821,-0.24330687106487814,33836,0.20691992152666305,20976,0.29826081574549734,4870,-0.08078520196300487,133,1.7708333333333335,172,1.8666666666666667,12811,0.08347428958051428,12513,0.7870608397600685,1242,0.4097616345062429
2008년,누계,11996094,-0.09972872748673411,2382397,-0.08393797963159066,3960392,-0.1709027389322284,449237,-0.07635482159819396,888344,-0.180231291964579,611629,-0.06379972754128971,904320,0.03205661520763359,252266,0.11714065558379905,279794,0.24122847877489284,423018,-0.08889664263006902,267461,0.18941863412595006,337146,-0.0002965194546413752,266525,-0.19212570739203838,18065,0.3832312404287903,119500,,79533,-0.059704668786872084,43396,-0.012155702253585199,12369,-0.10505752116344691,37601,0.11127201796902697,20934,-0.0020022883295194305,4300,-0.11704312114989734,0,-1,97,-0.436046511627907,14530,0.13418156271953796,12556,0.0034364261168384758,1053,-0.15217391304347827
2009년,누계,9494111,-0.2085664717198782,1586772,-0.33395987318654274,3197500,-0.19263042648303497,362115,-0.19393326907623365,618227,-0.3040680186954603,497936,-0.18588556134519452,618694,-0.31584616065109694,167641,-0.3354593960343447,204767,-0.26815085384246984,271987,-0.35703208846904855,227312,-0.15011160505643817,255548,-0.24202570992982264,197725.18170000002,-0.2581364536159835,17876,-0.010462219761970704,89148,-0.2539916317991632,70485,-0.11376409792161746,38272,-0.11807539865425387,12508,0.01123777184897734,20900,-0.4441637190500253,16126,-0.22967421419700007,3695,-0.1406976744186047,60,0.6,49,-0.4948453608247423,9119,-0.372401927047488,11792,-0.0608474036317298,1023,-0.028490028490028463
2010년,누계,12488364,0.3153800287357078,2439816,0.5375970838910695,4076400,0.27487099296325246,495902,0.3694599781837262,805445,0.30283051371098324,740622,0.48738392082516624,891024,0.4401691304586759,216901,0.293842198507525,331768,0.6202220084290926,360703,0.3261773540647164,264052,0.16162807066938822,281785,0.10266955718690807,289702,0.46517503491058854,27312,0.5278585813381069,123315,0.38326154260331124,95586,0.35611832304745694,42231,0.10344377090301005,18930,0.5134314039015031,38300,0.832535885167464,24808,0.538385216420687,4426,0.19783491204330184,143,1.3833333333333333,182,2.7142857142857144,13479,0.47812260116240823,15151,0.2848541383989145,943,-0.07820136852394921
2011년,누계,12693733,0.01644482816163917,1658073,-0.3204106375234854,4185400,0.026739279756647916,535700,0.08025375981544736,1006283,0.24935035911825132,925204,0.24922565087183468,1020996,0.1458681247643161,242902,0.11987496599831249,398807,0.2020659014733186,414879,0.150195590277874,263428,-0.0023631708905821336,302184,0.07239207196976416,342810,0.18331941098093907,34716,0.27108963093145877,149943,0.21593480111908536,108680,0.13698658799405772,43994,0.041746584262745356,22524,0.18985736925515062,31800,-0.16971279373368142,25285,0.019227668494034234,5485,0.23926796204247625,290,1.027972027972028,407,1.2362637362637363,17859,0.3249499221010461,17495,0.15470926011484387,316,-0.6648992576882291
2012년,누계,13736976,0.08218567382817965,2042775,0.2320175287819053,4069800,-0.02761982128350937,700917,0.30841329102109394,1163619,0.1563536301418189,1031155,0.11451636612033678,1078458,0.0562803380228718,259089,0.06664004413302482,444773,0.1152587592494616,445184,0.0730453939582385,283977,0.07800613450354565,303856,0.005533052709607356,411491,0.2003471310638547,53829,0.5505530591081922,159084,0.06096316600308116,109469,0.007259845417740163,44360,0.0083193162704005,34805,0.5452406322145267,32200,0.012578616352201255,23933,-0.05347043701799481,7838,0.42898814949863273,81,-0.7206896551724138,630,0.547911547911548,18225,0.020493868637661672,18544,0.059959988568162315,241,-0.23734177215189878
2013년,누계,14846485,0.08076806714956763,2456165,0.20236687838846668,3969000,-0.024767801857585092,748727,0.06821064405628618,1295342,0.11320114229829525,1165789,0.13056620973568478,1083543,0.00471506539893074,351301,0.3559085873966088,474269,0.06631697517610102,471768,0.059714634847613635,274622,-0.03294280874859579,324560,0.06813753883418472,435009,0.05715313336136152,81799,0.5196083895298074,187040,0.17573106032033392,112619,0.028775269711059703,45178,0.018440036068530175,54934,0.5783364459129436,28000,-0.13043478260869568,30306,0.2662850457527264,12207,0.557412605256443,0,-1,596,-0.053968253968254,18683,0.025130315500685896,12039,-0.35078731665228646,282,0.1701244813278009
2014년,누계,16080684,0.08313072084065687,2755313,0.12179474913126764,4181800,0.05361552028218686,832969,0.11251363981798446,1116493,-0.13807087240280946,1175472,0.00830596274282902,1251047,0.15458915797527184,527684,0.502085106504109,554521,0.1692119872899136,536975,0.13821836156755007,385769,0.40472722505844394,328122,0.010974858269657384,424424,-0.024332829895473473,96085,0.17464761182899546,248654,0.32941616766467074,106870,-0.05104822454470381,45476,0.006596130860153204,58472,0.06440455819710933,21700,-0.22499999999999998,34896,0.15145515739457527,13412,0.09871385270746291,77,-,858,0.4395973154362416,15291,-0.18155542471765773,11475,-0.04684774482930476,0,-1
2015년,누계,19310430,0.20084630728394393,4002095,0.45250104071660835,4444400,0.0627959251996748,1152349,0.38342363281226555,1372989,0.2297336391719429,1339678,0.13969367198878402,1243293,-0.006198008548040201,658757,0.24839297761539103,554144,-0.0006798660465519024,577082,0.0746906280553099,421161,0.0917440229774813,353729,0.07804109447095908,395259,-0.06871666069779281,165328,0.7206431805172504,222580,-0.10486056930513887,102993,-0.03627772059511558,47213,0.038195971501451265,63715,0.08966684909016287,22600,0.041474654377880116,33001,-0.05430421824850984,14373,0.0716522517148821,38,-0.5064935064935066,640,-0.254079254079254,11437,-0.252043685828265,18112,0.5783877995642701,74,
2016년,누계,22383190,0.15912436957644127,5090302,0.27190933748449253,4762163,0.07149738997389976,1543883,0.3397703299955135,1464218,0.0664455432636386,1475081,0.10107130220844107,1392367,0.11990254911754517,884397,0.3425238745091135,662263,0.1951099353236705,566509,-0.01832148637455333,444439,0.05527102462003852,343887,-0.02782355984383522,357194,-0.09630394247822316,173260,0.047977354108197146,106904,-0.519705274508042,111076,0.07848106181973535,57587,0.21972761739351454,64397,0.010703915875382553,28300,0.25221238938053103,29580,-0.10366352534771672,14520,0.010227509914422894,167,3.394736842105263,1035,0.6171875,9654,-0.15589752557488856,25171,0.3897416077738516,0,-1
2017년,누계,26496447,0.18376545076908157,7140438,0.4027533140469859,3854869,-0.19052140802404283,2415245,0.5643963953227025,1717867,0.1732317182277503,1607821,0.08998827860978476,1487670,0.06844675290350888,1054380,0.19220214451202344,874253,0.32009941669699193,631363,0.11448008769498808,484528,0.09020135496659831,423191,0.23061063663354542,345081,-0.0339115438669183,170571,-0.015520027704028605,120622,0.12832073636159547,142383,0.28185206525261974,74921,0.3010054352544844,65829,0.022237060732642755,40300,0.42402826855123665,34808,0.17674104124408374,15963,0.0993801652892563,,,6048,4.843478260869565,13999,0.45007250880464067,34301,0.36271900202614127,0,
2018년,누계,28695983,0.08301248842910902,7538952,0.05581086202274976,4191790,0.0874014136407748,3435406,0.4223840645565977,1796615,0.04584056856555252,1624251,0.010218799232003972,1421411,-0.044538775400458475,1019122,-0.03343955689599576,812842,-0.0702439682792052,629454,-0.003023617158433467,616783,0.2729563616550539,358885,-0.15195502739897593,301770,-0.12550966294869903,174405,0.022477443410661824,159354,0.32110228648173633,150536,0.057261049423035004,84184,0.12363689753206719,72852,0.10668550334958748,45600,0.13151364764267992,34400,-0.011721443346357163,15748,-0.013468646244440219,,,998,-0.8349867724867726,14985,0.07043360240017149,37218,0.08504125244161975,0,
2019년,누계,28714247,0.000636465389598273,5584597,-0.25923430736792064,4346567,0.03692384399027615,4290802,0.24899415090967425,1890959,0.05251208522694073,1989322,0.22476267522692006,1042540,-0.26654570704743386,1242598,0.21928287290432347,743026,-0.08589123101414542,645848,0.02604479437734919,673065,0.09125089375031403,388316,0.08200677097120246,254424,-0.15689432349140076,203191,0.16505260743671335,207372,0.3013291163070899,149445,-0.007247435829303317,101279,0.20306709113370713,111794,0.5345357711524734,60400,0.32456140350877183,37073,0.07770348837209307,12195,-0.22561595123190248,,,1408,0.4108216432865732,20322,0.35615615615615615,31108,-0.16416787575904135,,
2020년,누계,4276006,-0.8510841673821361,487939,-0.9126277151242963,0,,840041,-0.8042228469176624,260228.03000000003,-0.8623830395053516,338877,-0.8296520120925622,39922,-0.9617069848638902,178911,-0.8560185997402217,44433.01,-0.9401999257091945,89522,-0.861388438146437,119750,-0.8220825626053947,75562,-0.8054110569742169,55935,-0.780150457504009,40210,-0.8021073768031064,36636,-0.8233319831028297,32302,-0.7838535916223359,5060,-0.9500390011749721,19363,-0.8267975025493318,17273,-0.714023178807947,5895,-0.8409893992932862,2499,-0.795079950799508,0,,142,-0.8991477272727273,6825,-0.6641570711544139,6944,-0.7767776777677768,0,
2021년,누계,1222541,-0.7140927772318374,18947,-0.9611693264936806,0,,32500,-0.9613114121810721,12077,-0.9535907027386712,6456,-0.9809488398445454,626,-0.9843194228746055,3300,-0.9815550748696279,22,-0.9995048726161023,7126,-0.9203994548825987,3028,-0.9747139874739039,9497,-0.8743151319446283,6074,-0.8914096719406454,0,,15206,-0.5849437711540562,13330,-0.5873320537428023,2312,-0.5430830039525691,1080,-0.9442235190827868,848,-0.9509060383257106,6849,0.1618320610687023,389,-0.8443377350940376,0,,0,,1031,-0.8489377289377289,0,,0,
2022년,누계,6554031,4.36099075613824,1012751,52.451786562516496,0,,769167,,538766,43.61091330628467,428014,,8348,12.335463258785943,51748,14.681212121212122,1749,78.5,217529,29.52610159977547,146384,47.34346103038309,121273,11.769611456249342,64040,9.543299308528153,0,,99869,5.567736419834276,0,,53382,22.08910034602076,6854,5.3462962962962965,12500,,35947,4.248503431157833,1843,3.7377892030848328,0,,0,,0,,0,,,
2023년,누계,8159513,7.709519133265731,2583383,100.80819704433497,0,,1317833,,0,,556428,,87319,385.36725663716817,206981,136.8954030646236,31877,860.5405405405405,231709,9.161338420383283,0,,91903,12.015578529953265,64098,7.592225201072386,0,,56412,1.5955645532345635,0,,7142,3.9700765483646485,0,,22300,10.736842105263158,12157,1.2479659763313609,2404,2.7858267716535434,0,,0,,0,,0,,,
